"","city","lat","lon","distance"
"412","Sofia  Bulgaria",42.6977082,23.3218675,616.558080525738
"413","Taba  Egypt",29.4925679,34.8949027,2404.98016313632
"414","Taipei  Taivan",25.0329694,121.5654177,8864.96896623697
"415","Takamatsu Japan RJ Japan",34.3427879,134.046574,8867.09478147537
"416","Tallin  Estonia",59.4369608,24.7535746,1383.36489057699
"417","Tamanrasset  Algeria",22.7888209,5.5258107,2996.919474341
"418","Tampere  Finland",61.4977524,23.7609535,1591.11975725093
"419","Tanger  Morocco",35.7594651,-5.8339543,2444.103924113
"420","Tarbes  France",43.232951,0.078082,1569.08701616225
"421","Taskent  Uzbegistan",41.2994958,69.2400734,3972.15556762473
"422","Tbilisi  Georgia",41.7151377,44.827096,2117.51536436673
"423","Tbilisi International Airport  Georgia",41.6697036,44.9568187,2129.43297214329
"424","Teheran  Iran",35.6891975,51.3889736,2953.10265204356
"425","Tel Aviv  Israel",32.0852999,34.7817676,2154.06281584988
"426","Timisoara  Romania",45.7488716,21.2086793,240.403569470183
"427","Tenerife Norte Spain GC Spain",28.2915637,-16.6291304,3754.39116924242
"428","Tenerife Sur Spain GC Spain",28.2915637,-16.6291304,3754.39116924242
"429","Thessaloniki  Greece",40.6400629,22.9444191,811.103982398797
"430","Tindouf  Algeria",27.6761012,-8.1276526,3233.98479798873
"431","Tirana  Albania",41.3275459,19.8186982,680.547580627498
"432","Tivat  Montenegro",42.4349809,18.7066398,557.687340997273
"433","Tokyo Japan RJ Japan",35.657131,139.3369037,9045.38370535044
"434","Toledo USA KT USA",41.6639383,-83.555212,7560.84844233848
"435","Torino  Italy",45.070312,7.6868565,928.640477116783
"436","Toronto  Canada",43.653226,-79.3831843,7160.45133308069
"437","Torp  Norway",59.2438008,11.0220456,1421.03433625583
"438","Toulon - Forces Navales Frances  France",43.124228,5.928,1147.97994255604
"439","Toulouse  France",43.604652,1.444209,1451.17623464115
"440","Tours  France",47.394144,0.68484,1397.66726935331
"441","Tozeur  Tunesia",33.918534,8.1229329,1767.65546427301
"442","Tököl  Hungary",47.3187057,18.9675223,25.1526213771146
"443","Trabzon  Turkey",41.0026969,39.7167633,1778.0344864456
"444","Treviso  Italy",45.6668893,12.2430437,572.056491851865
"445","Triest  Italy",45.6495264,13.7768182,464.38022506273
"446","Tripoli  Lybia",32.8872094,13.1913383,1694.83081920216
"447","Trollhattan  Sweden",58.2834894,12.2858206,1293.16019450623
"448","Tromso  Norway",69.6492047,18.9553238,2473.90611691049
"449","Trondheim  Norway",63.4305149,10.3950528,1862.38907834127
"450","Tulcea  Romania",45.1716165,28.7914439,776.406628759177
"451","Tunis  Tunesia",36.8064948,10.1815316,1396.73905806093
"452","Turku  Finland",60.4518126,22.2666303,1461.51134482648
"453","Tuzla  Bosnia-Herczegovina",44.5374611,18.6734688,325.526767635622
"454","Ube Japan RJ Japan",33.9330182,131.2750353,8740.65676057706
"455","Ulan Ude Russia UI Russia",51.8238785,107.607338,5997.33124910892
"456","Ulianovsk Russia UU Russia",54.3181598,48.3837914,2169.66860451634
"457","Uzhgorod  Ukraine",48.6208,22.287883,261.915599517803
"458","Valencia Spain LE Spain",39.4699075,-0.3762881,1811.18792646903
"459","Valetta  Malta",35.8989085,14.5145528,1340.29056006094
"460","Valladolid Spain LE Spain",41.652251,-4.7245321,2001.24527009842
"461","Varna  Bulgaria",43.2140504,27.9147333,824.961521922966
"462","Warsaw  Poland",52.2296756,21.0122287,547.732431042619
"463","Venice  Italy",45.4408474,12.3155151,577.053102436008
"464","Verona  Italy",45.4383842,10.9916215,672.069481247239
"465","Victoria Falls  Zimbabwe",-17.9318052,25.8255575,7269.27730329679
"466","Vigo Spain LE Spain",42.2405989,-8.7207268,2272.14825890167
"467","Vilnius  Lithuania",54.6871555,25.2796514,909.685856287391
"468","Visby  Sweden",57.6348,18.29484,1136.43605281167
"469","Vitebsk  Belorussia",55.1848061,30.201622,1148.77410407481
"470","Vitoria Spain LE Spain",42.8591656,-2.6817918,1791.40325628031
"471","Volgograd Russia UR Russia",48.7683185,44.0235743,1842.75851143233
"472","Voronezh Russia UU Russia",51.6754966,39.2088823,1513.36605212227
"473","Weeze Germany ED Germany",51.6266679,6.1968442,1051.45228868731
"474","Wiesbaden Germany ET Germany",50.0153116,8.2593843,856.897668323641
"475","Wroclaw  Poland",51.1078852,17.0385376,438.62966505546
"476","Yaroslavl Russia UU Russia",57.6260744,39.8844708,1789.11474786295
"477","Zadar  Croatia",44.119371,15.2313648,483.363548163701
"478","Zagreb  Croatia",45.8150108,15.981919,308.5241030347
"479","Zakinthos  Greece",37.7881604,20.8988271,1080.43811407816
"480","Zanzibar  Tanzania",-6.165917,39.202641,6253.86947659656
"481","Zaporozhye  Ukraine",47.8388,35.139567,1192.73799582615
"482","Zaragoza Spain LE Spain",41.6488226,-0.8890853,1718.67629704009
"483","Zürich  Switzerland",47.3768866,8.541694,807.613883688473
"484","Zweibruecken Germany ED Germany",49.2450528,7.3634022,902.75169333753
